One Hot Encode,Symptom Description
31,"My face feels like it's erupting. I've got these painful, pus-filled pimples everywhere, along with blackheads that seem to be multiplying by the minute.  And to top it off, my skin feels so raw and sensitive, it practically burns when I touch it."
31,"My face has been feeling really rough lately, and when I look in the mirror, I'm shocked by what I see. It's not just a few pimples, it's a full-blown breakout! There are blackheads everywhere, and some of the pimples are even filled with pus. My skin feels so irritated and sensitive, and it's starting to itch and flake."
31,"My face feels like a battlefield. It's covered in red, inflamed bumps, some with whiteheads, some with blackheads. It's so itchy and uncomfortable, and I can't stop touching it, even though I know it makes it worse."
31,"My face has been a total disaster lately!  It's covered in these painful, red bumps that are either whiteheads or blackheads.  Some of them are even filled with pus.  It's so frustrating because my skin usually isn't this bad, and it's making me feel really self-conscious.  On top of everything else, it's also really itchy and sensitive."
31,"My skin feels like a battleground. It's constantly inflamed, with painful, pus-filled pimples popping up everywhere. Blackheads seem to be multiplying, and my skin feels so rough and irritated. It's like a never-ending cycle of breakouts."
31,"My skin has been acting up lately, with a rash that's more than just annoying. It's covered in these painful, inflamed bumps, some filled with pus, others just black and stubborn.  The whole thing feels itchy and sensitive, and I can't help but pick at it, which just makes it worse. It's really starting to affect my confidence."
31,"My face feels like a warzone.  There are red, inflamed pimples everywhere, some even filled with pus.  I keep picking at them, even though I know it's making it worse.  And those blackheads - they seem to be taking over my pores.  My skin feels rough and irritated, like sandpaper.  I can't stop touching it, even though it's making the problem worse."
31,"My face feels like a battleground. It's covered in red, inflamed bumps, some with whiteheads, some with blackheads, and others just angry red patches. It's so itchy and painful, I can't stop touching it, which probably just makes it worse.  It's embarrassing and I feel self-conscious about going out in public."
31,"My face feels like it's erupting. It's covered in these nasty, inflamed pimples, some with whiteheads, others with blackheads. It's so itchy and uncomfortable, and I can't stop picking at it, even though I know I shouldn't.  I'm worried it's going to scar."
31,"My face feels like a battlefield. It's covered in red, inflamed bumps, some filled with whiteheads, others with blackheads. It's so itchy and tender, even the slightest touch makes it feel like it's on fire. I can't remember the last time my skin felt normal."
31,"My face feels like a battlefield. It's covered in red, inflamed bumps, some of them filled with pus, and there are these stubborn black dots everywhere. My skin feels so rough and irritated, it's almost painful to touch."
31,"My skin has been feeling rough and bumpy lately, like sandpaper.  There are a lot of little bumps that are either black or white, and some of them even have a little bit of pus in them. It feels really itchy and uncomfortable, and it's making me self-conscious."
31,"My skin has been feeling rough and bumpy lately, and I've noticed a lot of tiny red bumps and blackheads. Some of the bumps are filled with pus, and they seem to be getting worse. It's also really itchy, and I can't help but pick at it, which probably makes it worse."
31,"My skin has been acting up lately, it feels like a battlefield!  I've got this annoying rash that's covered in these red, inflamed bumps, some of which are filled with pus. There are also these stubborn blackheads that just won't budge.  It's so itchy and uncomfortable, and it's making me really self-conscious."
31,"My face has been feeling rough and bumpy lately, almost like sandpaper. I've been noticing a lot of tiny black dots and red bumps that are starting to turn white and look like they're about to burst. It's really uncomfortable, and my skin feels really sensitive to the touch."
31,"My skin has been feeling really rough lately. I keep finding these painful, pus-filled bumps all over, and they seem to be getting worse.  There are also these black dots that won't go away.  It feels like my skin is constantly irritated, and it's starting to make me self-conscious."
